title,genre,release_date,popularity,vote_average,vote_count,runtime,original_language
The Oranges,comedy drama romance,2011,13.87,5.3,149,90.0,en
Fake It So Real,documentary,2012,0.18,7.5,2,95.0,en
Which Way Home,documentary,2009,0.23,7.5,5,90.0,en
Lucifer Rising,fantasy mystery,1974,1.3,7.4,18,29.0,en
Dark Skies,horror science thriller,2013,26.97,6.1,668,97.0,en
Holy Wars,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2010,0.18,8.0,1,60.0,en
911 in Plane Site,documentary,2004,1.02,8.0,5,52.0,en
Gunfighter's Moon,romance western,1997,0.72,5.5,2,95.0,en
ARAL. Fishing in an Invisible Sea,documentary,2004,0.15,7.7,3,53.0,en
The Legend of Sleepy Hollow,animation family,1949,1.19,7.1,24,34.0,en
Fog City Mavericks,documentary,2007,0.02,0.0,0,0.0,en
Dead Man Down,action crime drama thriller,2013,7.15,5.9,646,118.0,en
Land of Milk and Honey,documentary,1971,0.08,6.0,2,80.0,fr
The Thick-Walled Room,drama,1956,0.13,7.0,2,110.0,ja
This Movie Is Broken,drama music romance,2010,0.19,3.9,5,85.0,en
Sons of Perdition,documentary,2010,0.19,6.6,5,85.0,en
The Child,thriller,2012,1.72,4.6,9,100.0,de
Wieners,comedy,2008,11.98,5.1,16,89.0,en
First Target,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2000,0.73,1.3,3,93.0,en
Central Park,documentary,1990,0.0,8.5,2,176.0,en
The Inheritance,drama,1962,0.14,5.7,3,108.0,ja
Emperor,drama history war,2012,6.16,6.1,99,105.0,en
Leviathan,documentary,2012,1.56,6.8,26,87.0,en
Burn,documentary foreign,2012,0.47,7.1,7,86.0,en
Elevator,thriller,2011,3.83,5.1,51,84.0,en
Paper Castles,drama romance,2009,1.19,5.6,10,94.0,es
9500 Liberty,documentary,2009,1.59,0.0,0,81.0,en
The Sadist,horror,1963,1.12,6.4,15,92.0,en
A Thousand Cuts,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2012,0.57,4.3,6,0.0,en
Shanghai Calling,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2012,0.91,5.7,7,98.0,en
Amber Lake,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2011,0.13,5.7,3,81.0,en
Stolen Seas,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2013,0.49,8.2,6,90.0,en
Snowbeast,horror,1977,0.41,3.7,9,86.0,en
I Am Comic,comedy documentary,2010,1.05,5.9,6,87.0,en
Where Are My Children?,drama,1916,0.62,6.5,4,62.0,en
InAPPropriate Comedy,comedy,2013,3.1,3.6,31,84.0,en
Blood Games,action thriller,1990,0.15,4.8,4,90.0,fr
Abraham Lincoln,drama history,1930,1.14,5.0,7,96.0,en
The Big Circus,drama,1959,0.62,7.0,1,109.0,en
My Last Five Girlfriends,comedy romance,2009,7.05,5.6,11,87.0,en
2:22,thriller,2008,5.54,5.2,13,104.0,en
Miguel and William,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2007,0.57,5.0,3,0.0,es
Curse of the Blair Witch,documentary horror thriller,1999,1.55,6.4,12,44.0,en
Storage,crime thriller,2009,0.35,6.6,7,95.0,en
30 Beats,comedy romance,2012,0.81,3.3,5,89.0,en
The King Is Dead!,drama,2012,0.85,5.6,7,102.0,en
An Ungentlemanly Act,drama history war,1992,0.45,4.3,4,130.0,en
Two Little Boys,comedy,2012,1.17,6.3,9,106.0,en
Kuningas Litmanen,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2012,0.1,7.0,1,0.0,fi
18 Fingers of Death!,action adventure comedy,2006,0.14,5.0,3,87.0,en
A Get2Gether,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2005,0.06,6.0,1,98.0,en
A Man Called Gannon,western,1968,1.01,0.0,0,105.0,en
Don : The Chase Begins Again,action drama thriller,2006,7.63,7.3,68,178.0,hi
Night Across the Street,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2012,0.28,7.5,4,107.0,es
The Flat,documentary foreign,2011,1.12,6.4,8,97.0,he
Bad 25,documentary,2012,0.93,6.9,8,131.0,en
Huddersfield,comedy drama,2007,0.46,6.7,5,95.0,sr
Lush Life,drama,1993,0.95,3.8,2,101.0,en
Ace Attorney,crime drama mystery,2012,1.41,5.8,29,135.0,ja
Miss Cast Away,comedy,2004,1.59,2.7,5,90.0,en
The Machine That Kills Bad People,comedy drama,1952,0.33,6.8,5,80.0,it
Fly Me to the Moon,comedy romance,2012,7.88,5.6,196,104.0,fr
Poor White Trash,comedy crime,2000,0.58,3.9,7,85.0,en
About Face: Supermodels Then and Now,documentary,2012,0.62,5.0,1,75.0,en
According to Spencer,comedy romance,2001,0.51,4.0,2,94.0,en
One Lucky Elephant,documentary,2011,0.04,8.0,1,84.0,en
Racing Dreams,documentary,2010,0.89,6.8,9,93.0,en
The Staircase,documentary drama,2004,0.78,7.9,22,360.0,en
The Fourth State,thriller,2012,1.18,4.9,14,115.0,de
Happy,comedy documentary drama family foreign romance,2011,1.52,7.1,21,75.0,en
The Truth of Lie,drama thriller,2011,0.42,5.0,1,98.0,de
Bhutto,documentary,2010,0.47,4.9,5,111.0,en
E Aí... Comeu?,comedy,2012,0.84,5.8,20,100.0,pt
Undefeatable,action thriller,1993,1.35,6.6,13,90.0,en
Across the Wide Missouri,adventure western,1951,2.3,4.9,7,78.0,en
Love Is All You Need,comedy romance,2012,4.71,6.2,86,116.0,da
Mugabe and the White African,documentary foreign,2009,0.15,6.0,4,90.0,en
The Eternal Return,drama romance,1943,0.21,7.1,4,107.0,fr
The H-Man,horror science,1958,0.27,6.3,5,87.0,ja
Last Cowboy Standing,drama,2009,0.39,8.0,3,123.0,en
The Invincible Iron Man,action animation science,2007,3.48,5.5,43,83.0,en
Home Run,drama,2013,1.47,6.3,25,114.0,en
Resolution,horror mystery thriller,2012,5.83,6.3,74,93.0,en
Erased,action thriller,2012,9.33,5.6,251,100.0,en
Justice League: Doom,action animation thriller,2012,5.8,7.1,197,77.0,en
The Magnetic Monster,science,1953,0.76,5.9,12,76.0,en
After Office Hours,crime drama romance,1935,0.31,6.0,2,72.0,en
Yesterday Was a Lie,drama mystery science thriller,2008,0.19,6.0,4,89.0,en
Miss Austen Regrets,drama,2008,5.54,5.4,21,90.0,en
Valentino,drama history,1977,1.39,5.4,10,128.0,en
Zombies of the Stratosphere,science,1952,0.1,4.5,2,167.0,en
Standing Up,drama,2013,2.87,6.5,18,93.0,en
The Late: Great Planet Earth,documentary,1979,0.01,1.0,1,91.0,en
Mud,drama,2013,7.88,7.0,1080,130.0,en
The Human Tornado,action comedy,1976,0.99,5.8,12,85.0,en
War of the Shaolin Temple,action adventure foreign war,1980,0.0,6.0,1,89.0,en
The Lost One,drama thriller,1951,0.57,6.3,4,98.0,de
Cheerful Weather for the Wedding,comedy drama romance,2012,7.99,5.5,16,93.0,en
The Web of Death,action drama foreign,1976,0.02,5.3,7,87.0,en
Ju-on: White Ghost,horror,2009,2.22,6.0,27,61.0,ja
Cold Steel,action drama thriller,1987,0.78,6.0,3,91.0,en
Manborg,horror science,2011,2.27,5.0,24,75.0,en
Henry IV Part 1,drama history,1979,0.03,4.5,2,148.0,en
Henry IV Part 2,drama history,1979,0.06,0.0,0,150.0,en
Empire,documentary,1964,0.79,4.0,7,485.0,en
Shaolin Temple,action adventure,1976,0.65,6.1,10,126.0,en
The Sentimental Swordsman,action adventure drama foreign,1977,0.53,6.0,4,101.0,zh
Descendant of the Sun,action fantasy foreign,1983,0.28,4.3,2,84.0,en
A Brooklyn State of Mind,action drama romance thriller,1998,0.32,5.0,1,89.0,en
Three and Out,comedy drama,2008,5.23,6.1,12,110.0,en
Sushi Girl,crime thriller,2012,5.54,5.4,46,98.0,en
Airspeed,action adventure,1998,0.51,3.3,3,98.0,en
Tomorrow: the World!,drama,1944,0.47,6.5,1,86.0,en
Enter the Phoenix,action comedy thriller,2004,1.25,6.4,9,104.0,cn
The Candy Snatchers,drama thriller,1973,0.0,6.8,8,94.0,en
Hyenas,comedy drama,1992,0.01,7.3,4,110.0,fr
Sicilia!,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1999,0.08,7.0,2,66.0,en
The Little Thief,crime drama romance,1988,0.6,5.8,6,110.0,fr
An American Romance,drama,1944,0.54,5.7,3,121.0,en
Angels Don't Sleep Here,thriller,2002,0.52,2.5,3,88.0,en
Reincarnated,documentary music,2012,4.53,6.3,32,98.0,en
The Internship,comedy,2013,0.39,6.1,1691,119.0,en
The Man with a Cloak,drama thriller,1951,0.34,7.5,3,84.0,en
King of Katoren,adventure family,2012,0.37,9.5,2,120.0,nl
My Fake Fiance,comedy,2009,7.79,5.6,78,95.0,en
Below the Belt,drama,1980,0.23,3.5,2,91.0,en
180° South: Conquerors of the Useless,comedy documentary drama,2010,1.01,6.6,20,86.0,en
Players,crime thriller,2012,0.47,4.2,10,165.0,hi
Down Terrace,action comedy drama,2009,1.59,6.3,26,89.0,en
Bush Mama,drama,1979,0.07,5.0,1,97.0,en
Surrender: Dorothy,drama romance tv,2006,0.88,3.8,7,87.0,en
The Devil's Carnival,horror,2012,1.6,5.3,33,55.0,en
Frances Ha,comedy drama,2013,8.47,7.3,358,86.0,en
Behind the Candelabra,drama romance,2013,7.34,6.6,307,118.0,en
At the River I Stand,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1993,0.0,0.0,0,0.0,en
My Stuff,documentary,2013,0.87,6.8,9,80.0,en
Little Girl,drama,2009,0.33,7.1,6,100.0,en
Act One,drama,1963,1.01,5.5,3,110.0,en
Fairhaven,comedy drama,2012,1.28,5.0,3,81.0,en
Derek,documentary foreign,2008,0.47,5.0,1,76.0,en
Modify,documentary,2005,0.72,5.1,4,85.0,en
Special Forces,action drama war,2011,5.36,6.4,132,109.0,fr
Any Wednesday,comedy romance,1966,0.51,6.1,5,109.0,en
Attack on the Iron Coast,action war,1968,0.98,5.0,3,89.0,en
East: West: East: The Final Sprint,comedy drama,2009,0.13,6.0,1,100.0,sq
Dances Sacred and Profane,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1985,0.0,0.0,0,90.0,en
The Color of Friendship,drama family,2000,0.9,6.5,9,87.0,en
Berberian Sound Studio,drama horror thriller,2012,5.53,6.1,107,92.0,en
Birders: The Central Park Effect,documentary,2012,0.17,8.0,2,61.0,en
God Bless Ozzy Osbourne,documentary music,2011,0.42,5.3,11,94.0,en
The Reluctant Fundamentalist,thriller,2013,6.23,6.6,80,130.0,en
Rapture-Palooza,comedy fantasy horror,2013,9.6,4.9,91,85.0,en
Speed - In Search of Lost Time,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2012,0.2,8.6,5,0.0,de
20 Feet from Stardom,documentary music,2013,8.28,7.4,85,89.0,en
Perfumed Nightmare,comedy drama,1977,0.01,10.0,2,93.0,tl
Looking for Palladin,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2008,0.02,0.0,0,115.0,en
6 Month Rule,comedy romance,2012,0.13,5.7,3,95.0,en
A Beginner's Guide to Endings,comedy drama,2010,0.56,6.4,11,92.0,en
The War You Don't See,documentary,2010,0.73,7.0,10,97.0,en
From the East,documentary foreign,1993,0.16,8.0,4,107.0,fr
Julius Caesar,drama,1979,0.0,0.0,0,161.0,en
Days of Grace,drama foreign,2011,1.35,6.1,5,133.0,es
Fullmetal Alchemist: The Sacred Star of Milos,action adventure animation fantasy science,2011,2.46,6.9,55,110.0,ja
Maniac,horror,2012,8.8,5.9,322,89.0,en
The Best Offer,crime drama mystery romance,2013,9.0,7.7,719,124.0,en
The Death of Maria Malibran,drama,1972,0.22,7.8,5,104.0,en
Odd Thomas,mystery thriller,2013,7.09,6.6,370,100.0,en
The Vampire,horror mystery thriller,1957,0.51,6.5,5,95.0,es
Blutzbrüdaz,drama foreign music,2011,0.99,5.6,23,87.0,de
The World's End,action comedy science,2013,9.83,6.7,1820,109.0,en
Back to 1942,drama,2012,1.68,5.3,14,145.0,zh
Reflection,action science thriller,,0.0,0.0,0,91.0,en
May I Kill U?,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2013,0.39,4.4,5,87.0,en
Happiness Never Comes Alone,comedy romance,2012,4.14,6.2,133,110.0,fr
Aftershock: Earthquake in New York,action drama thriller,1999,6.93,4.4,12,170.0,en
Epitaph,foreign horror,2007,1.1,6.4,14,98.0,ko
Passion,crime drama mystery thriller,2012,10.26,5.1,146,100.0,en
Pussy Riot: A Punk Prayer,documentary music,2013,0.87,7.1,22,90.0,en
Return of the Living Dead: Necropolis,comedy horror,2005,8.2,3.7,27,88.0,en
Macbeth,thriller,1983,0.33,5.8,2,147.0,en
The Shadow Riders,action adventure western,1982,3.11,5.3,13,96.0,en
Inadequate People,comedy romance,2010,1.51,6.9,22,106.0,ru
What's in a Name,comedy drama,2012,7.04,7.2,433,109.0,fr
Partners: The Movie II,crime drama,2010,0.01,0.0,0,119.0,en
Which Way Is The Front Line From Here? The Life and Time of Tim Hetherington,documentary,2013,0.15,7.4,4,79.0,en
Lune Froide,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1991,0.38,7.5,2,0.0,fr
Class Act,comedy drama,1992,5.2,6.3,22,98.0,en
Apple in the River,drama romance,1974,0.35,7.0,1,76.0,lv
Making a Killing: The Untold Story of Psychotropic Drugging,documentary,2008,0.23,9.0,1,95.0,en
D-Day,action thriller,2013,1.46,6.4,10,153.0,hi
The Surgeon,horror science,1995,1.14,6.6,5,99.0,fr
Pawn Shop Chronicles,action comedy,2013,6.64,5.6,74,107.0,en
The Blood Beast Terror,horror mystery science,1968,1.18,5.9,9,88.0,en
A Field in England,drama history thriller,2013,13.57,6.3,71,90.0,en
Everything,drama mystery,2004,0.55,4.8,5,0.0,en
An Angel Named Billy,drama,2007,0.19,0.0,1,120.0,en
Gasland Part II,documentary,2013,0.41,7.5,11,125.0,en
Gold,adventure drama western,2013,4.77,5.5,15,112.0,de
90 Minutes,drama,2012,1.19,4.9,5,92.0,nb
RED 2,action comedy crime thriller,2013,11.04,6.4,1548,116.0,en
Miami Connection,action crime,1987,1.97,6.0,28,86.0,en
Coffee Town,comedy,2013,3.02,6.7,45,87.0,en
The Death of the Incredible Hulk,action drama science,1990,4.54,4.2,20,95.0,en
Tinpis Run,comedy,1991,0.35,5.0,1,94.0,en
Page Miss Glory,comedy music romance,1935,0.67,6.0,1,93.0,en
Revenge for Jolly!,comedy drama,2012,6.21,4.7,19,84.0,en
The Breath,action adventure drama history war,2009,1.32,7.1,24,128.0,tr
Giorgino,drama,1994,2.66,6.8,8,177.0,en
Hell and Back Again,documentary,2011,0.99,6.6,13,88.0,en
Our Nixon,documentary,2013,0.42,6.6,9,84.0,en
Off the Menu: The Last Days of Chasen's,documentary,1998,0.05,7.0,1,90.0,en
The Great Beauty,comedy drama,2013,8.18,7.3,745,142.0,it
Blood Shot,action comedy horror,2013,1.39,4.1,11,95.0,en
Another Face,comedy drama,1935,0.01,0.0,0,69.0,en
Phantom of the Megaplex,action comedy family mystery,2000,1.6,5.7,20,89.0,en
Baby on Board,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1992,0.35,3.0,2,90.0,en
Battle for Brooklyn,documentary drama,2011,0.05,5.0,1,93.0,en
The Devil's Nightmare,fantasy horror,1971,1.57,6.3,8,95.0,en
The Attack,drama,2012,2.03,6.1,26,102.0,en
Bloody Murder,drama horror thriller,2000,0.24,3.6,6,88.0,en
The Road to Brown,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1989,0.0,0.0,0,0.0,en
Jay and Silent Bob Go Down Under,comedy,2012,0.91,5.0,9,60.0,en
The Brute,drama romance,1953,0.37,6.8,10,81.0,es
The Werewolf,horror science,1956,0.33,6.1,8,79.0,en
Creature with the Atom Brain,crime horror science thriller,1955,3.21,5.3,8,69.0,en
Kickboxer 4: The Agresor,action drama romance thriller,1994,1.85,4.5,20,90.0,en
Drug War,action crime drama,2012,4.33,6.5,91,107.0,cn
Farmageddon,documentary,2011,0.29,4.8,6,86.0,en
Killer at Large,documentary,2008,0.25,5.8,6,102.0,en
Cameron's Closet,horror,1988,0.86,4.8,7,87.0,en
Blackfish,documentary,2013,5.5,7.9,456,83.0,en
The Black Room,crime horror,1935,1.43,5.8,16,70.0,en
Evidence,horror mystery thriller,2013,8.31,5.6,88,93.0,en
The Supper,drama history,1992,0.52,6.7,6,90.0,fr
Hitler's Children,documentary history war,2011,0.34,6.6,8,83.0,en
Alias Ruby Blade,documentary,2012,0.01,0.0,0,78.0,en
Sunset Strip,documentary,2012,0.38,7.4,7,0.0,en
Cold Prey II,drama horror mystery thriller,2008,6.99,6.4,55,86.0,no
When Nietzsche Wept,drama romance,2007,1.06,6.1,11,105.0,en
Fill the Void,drama,2012,1.65,6.5,30,90.0,he
Truth or Dare,horror mystery thriller,2012,4.71,5.7,119,95.0,en
Shadows of Liberty,documentary,2012,0.29,5.6,4,93.0,en
Belarmino,documentary,1964,0.51,7.5,6,80.0,pt
You're Next,horror mystery thriller,2011,6.46,6.6,787,95.0,en
Confine,thriller,2012,0.46,4.0,3,91.0,en
Clownhouse,horror,1989,1.82,6.0,42,81.0,fr
Dolly and Her Lover,comedy crime romance,1990,0.76,8.0,1,101.0,fi
The Immortals,action crime drama thriller,1995,0.83,7.8,5,98.0,en
Act Of Love,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1980,0.01,0.0,0,104.0,en
The Little Traitor,drama,2009,0.85,5.8,6,88.0,en
Autopsy,horror thriller,2008,4.23,4.5,51,84.0,en
Apartment for Peggy,drama,1948,0.15,7.0,1,96.0,en
Adore,drama,2013,12.26,6.1,296,100.0,en
French Roast,animation,2008,1.0,6.6,18,8.0,en
TT3D: Closer to the Edge,documentary,2011,2.74,8.0,44,104.0,en
A Life of Her Own,drama,1950,0.81,4.8,3,108.0,en
Kitchen Party,comedy,1997,0.3,0.0,0,82.0,en
King Cobra,horror science,1999,0.93,5.5,11,93.0,fr
The Last of Robin Hood,drama,2013,11.1,5.7,23,92.0,en
Subspecies,fantasy horror,1991,2.16,5.6,22,83.0,en
Murder à la Mod,comedy crime mystery thriller,1968,0.53,5.0,1,80.0,en
The Fireman,comedy,1916,1.25,6.2,16,32.0,en
Killjoy 3,horror,2010,1.11,4.8,9,76.0,en
Puppet Master: Axis of Evil,horror,2010,0.87,3.1,8,81.0,en
I Am,documentary,2011,5.58,6.4,15,76.0,en
Badman's Country,western,1958,0.04,6.0,1,0.0,en
Setouchi Moonlight Serenade,drama,1997,0.0,0.0,0,117.0,ja
And Now a Word from Our Sponsor,comedy,2013,1.39,4.6,14,87.0,en
Lisa,drama horror romance thriller,1989,0.42,5.3,4,95.0,en
The Coward,drama romance,1965,1.26,7.0,8,74.0,bn
The Crimson Petal and the White,drama romance,2011,0.73,8.4,5,236.0,en
Short Term 12,drama,2013,12.35,7.9,460,96.0,en
Badman's Territory,action western,1946,0.62,6.0,2,97.0,en
The Milky Way,comedy,1936,0.48,6.5,4,89.0,en
Tears of Steel,science,2012,3.61,5.3,18,12.0,en
The Story of Maths,documentary,2008,0.01,0.0,0,240.0,en
Pig Hunt,action horror thriller,2008,1.57,4.9,16,100.0,en
Battle of the Year,drama music,2013,5.07,5.9,89,110.0,en
Louis Theroux: Twilight of the Porn Stars,documentary,2012,0.32,6.9,8,60.0,en
An Englishman in New York,drama,2009,1.03,6.7,9,75.0,en
Afternoon Delight,comedy drama,2013,4.57,6.0,68,95.0,en
Repeaters,drama science thriller,2010,2.67,5.7,56,89.0,en
Karate-Robo Zaborgar,action science,2011,0.18,6.3,3,114.0,ja
Synth Britannia,documentary music,2009,0.43,7.7,3,88.0,en
Killers from Space,horror science,1954,1.14,3.7,13,71.0,en
Talking Funny,comedy,2011,1.1,7.3,22,50.0,en
Saint,comedy horror,2010,1.95,5.2,45,85.0,en
Colorado Territory,crime drama western,1949,0.84,6.7,9,94.0,en
The Tender Hook,crime drama mystery,2008,1.28,4.0,1,103.0,en
First Cousin Once Removed,documentary,2012,0.16,2.5,2,78.0,en
A Gathering of Old Men,drama,1987,0.08,7.0,1,91.0,de
An Innocent Affair,comedy,1948,0.59,0.0,0,90.0,en
Paintball,action thriller,2009,3.86,3.7,32,90.0,en
The Circus Tent,drama,1978,0.04,5.0,1,129.0,ml
Scanners II: The New Order,action horror science,1991,2.2,4.6,22,104.0,en
Kabul Express,action comedy drama thriller,2006,1.24,5.8,6,104.0,en
Special 26,crime drama thriller,2013,2.78,6.9,43,144.0,hi
Future Weather,drama,2012,1.13,6.3,7,100.0,en
The German Doctor,drama thriller,2013,2.36,6.6,38,90.0,es
Muhammad Ali's Greatest Fight,drama,2013,1.66,5.9,10,97.0,en
